,title,book_id,author,publisher,price,review_cnt,review_score,pub_year,country
10094,"소설 허균, 호피와 장미 1",245811352,이광식,소금북,"13,500",null,null, 2020년 7월,한국
10095,시간의 복수,242685573,홍석기,행복에너지,"14,400",14,4.5, 2020년 6월,한국
10096,마녀의 소녀 2,242540658,김종일,황금가지,"12,420",3,4.5, 2020년 6월,한국
10097,자작나무 아래로 내리는 눈,236892847,문희융,그룹에이치컴퍼니,"12,420",null,null, 2020년 4월,한국
10098,[큰글자도서] 이제야 언니에게,237680802,최진영,미디어창비,"25,000",null,null, 2020년 3월,한국
10099,목성에게 고리는,229402763,김은우,재승출판,"11,250",2,5, 2020년 1월,한국
10100,축복,226291162,황성혁,경남,"14,250",null,null, 2019년 12월,한국
10101,소설 류성룡의 왜란극복기,205339586,이수광,북오션,"13,500",null,null, 2019년 9월,한국
10102,[큰글자도서] 국화꽃향기,199898913,김하인,다산책방,"33,000",null,null, 2019년 7월,한국
10103,30/50 Club,196999678,홍상화,한국문학사,"13,500",null,null, 2019년 7월,한국
10104,사랑 없는 사람들의 사랑 이야기 - 상,193264332,Northwind,코핀커뮤니케이션즈,"13,500",null,null, 2019년 5월,한국
10105,"[POD] 퀴어, 소수자들을 위한 이야기 '四詩'",189618656,김훈식,부크크(bookk),"8,000",null,null, 2019년 3월,한국
10106,볼리비아 우표,176874385,강이라,산지니,"13,500",1,5, 2018년 12월,한국
10107,방문자들 1,174300931,조현우,트랜센던스,"13,320",2,5, 2018년 11월,한국
10108,용서,169390065,박도,푸른사상,"13,950",null,null, 2018년 9월,한국
10109,해리,163670525,박종규,폴리곤커뮤니케이션즈,"13,500",1,5, 2018년 8월,한국
10111,[POD] 견훤 : 군주의 길,144369475,김동인,부크크(bookk),"14,300",null,null, 2018년 4월,한국
10112,[POD] 상록수,140141382,심훈,부크크(bookk),"14,700",null,null, 2018년 3월,한국
10113,"딸아, 울지 마라",133710117,정만진,국토,"10,800",null,null, 2018년 1월,한국
10114,명랑한 외출,123095649,김민혜,산지니,"11,700",3,5, 2017년 11월,한국
10115,사랑할 땐 사랑이 보이지 않았네 2,118306311,한차현,도모북스,"12,600",null,null, 2017년 10월,한국
10116,실화소설 노름꾼,118277654,지리산,북랩,"11,520",null,null, 2017년 9월,한국
10117,이광수 후기문장집 1,118816204,최주한,소나무,"72,000",null,null, 2017년 9월,한국
10118,강치의 바다,116585371,신아연,책과나무,"10,260",null,null, 2017년 8월,한국
10119,골목에 관한 어떤 오마주,116535848,권정현,실천문학사,"12,600",1,5, 2017년 7월,한국
10120,캥거루들의 행진,114088200,최순희,북랩,"11,700",1,5, 2017년 7월,한국
10121,바람성채의 혈투,103288414,이은찬,에픽로그,"7,200",null,null, 2017년 2월,한국
10122,백제무사 1,98957646,이원호,반딧불이(한결미디어),"13,500",null,null, 2016년 12월,한국
10123,백제무사 2,98957808,이원호,반딧불이(한결미디어),"13,500",null,null, 2016년 12월,한국
10124,달리는 남자 걷는 여자,97557080,정길연,나무옆의자,"8,100",8,4, 2016년 12월,한국
10125,제13회 삶의향기 동서문학상 수상작품집,97438403,추영희,문학공감,"10,800",null,null, 2016년 11월,한국
10126,월요일의 게이트볼,97387043,이아타,테오리아,"3,600",null,null, 2016년 11월,한국
10127,침묵의 그림자,94047209,이승욱,BG북갤러리,"10,350",1,3, 2016년 10월,한국
10129,왜교성을 품은 달빛청춘 2,91233427,장현필,풀잎,"11,700",null,null, 2016년 8월,한국
10130,그리고 낙원까지,82254208,김인정,에픽로그,"7,200",null,null, 2016년 4월,한국
10131,내 마음의 쿵쿵이 2,75429309,김현수,지식과감성#,"10,800",null,null, 2016년 1월,한국
10132,주군상서,56074162,김정산,옥당(북커스베르겐),"11,700",null,null, 2015년 4월,한국
10133,조선 명탐정 정약용 1,53174980,이수광,산호와진주,"7,920",1,5, 2015년 2월,한국
10134,휴가,49743700,김엄지,문학나무,"9,000",null,null, 2015년 1월,한국
10135,나를 안다고 하지 마세요,49102957,한국미니픽션작가회,나무와숲,"13,500",5,4, 2014년 11월,한국
10136,윤정모 : 아들 Father and Son,49099453,윤정모,도서출판 아시아,"7,650",null,null, 2014년 11월,한국
10137,"혁명, 율도국",47024867,신용우,작가와비평,"11,520",7,4, 2014년 10월,한국
10138,비상도,46342063,변재환,책으로보는세상(책보세),"12,600",2,5, 2014년 9월,한국
10139,내시귀,41048055,조동신,황금책방,"13,320",1,3, 2014년 6월,한국
10140,불멸 1,37609955,류은경,책마실,"12,150",null,null, 2014년 2월,한국
10141,선도체험기 106,33433597,김태영,글앤북,"15,000",null,null, 2013년 11월,한국
10142,고부전쟁,27242642,김용상,멜론,"12,150",1,4, 2013년 6월,한국
10143,"희빈, 장옥정",25749630,이수광,미르북컴퍼니,"10,620",null,null, 2013년 5월,한국
10144,상록수 2,26937397,심훈,지식의숲(넥서스),"7,200",null,null, 2013년 4월,한국
10145,탁류 1,26937484,채만식,지식의숲(넥서스),"8,550",null,null, 2013년 4월,한국
10146,사랑 1,25942530,이광수,지식의숲(넥서스),"9,000",null,null, 2013년 3월,한국
10147,사랑 2,25942622,이광수,지식의숲(넥서스),"9,000",null,null, 2013년 3월,한국
10148,흙 2,25928692,이광수,지식의숲(넥서스),"8,550",null,null, 2013년 3월,한국
10149,흙 1,25927145,이광수,지식의숲(넥서스),"9,000",null,null, 2013년 3월,한국
10150,김동인 단편집,24161348,김동인,지만지(지식을만드는지식),"15,200",null,null, 2013년 3월,한국
10151,대제국 신의 나라 1,21529760,신영진,연인(연인M&B),"11,700",null,null, 2013년 1월,한국
10152,"섬의 여인, 김만덕 꿈은 누가 꾸는가?!",21522657,현길언,물레,"12,600",null,null, 2012년 12월,한국
10153,모든 복은 소년에게,20476389,정철훈,문학동네,"9,900",null,null, 2012년 10월,한국
10154,[세트] 윤동주 프로젝트 - 전2권,45881874,유광수,휴먼앤북스(Human&Books),"24,300",null,null, 2012년 9월,한국
10155,잃어버린 날개,17682047,장정욱,문학수첩 리틀북,"9,900",2,3.5, 2012년 7월,한국
10156,한산수첩,18243068,유익서,산지니,"11,700",1,4, 2012년 6월,한국
10157,프로젝트 헤븐,16675515,장정욱,책나무,"8,100",26,4, 2012년 4월,한국
10158,코드명 악마의 키스,14369604,임선영,골든북미디어,"10,800",null,null, 2011년 12월,한국
10159,미술관을 위한 일곱 가지 픽션,13395884,이유미,홍디자인,"13,500",null,null, 2011년 10월,한국
10160,걸레,11595702,류명찬,보리별,"10,080",9,3.5, 2011년 5월,한국
10161,친구와 그 옆 사람,11407388,이남희,실천문학사,"9,900",1,5, 2011년 3월,한국
10162,청춘 대한민국,9146574,이원호,반딧불이(한결미디어),"10,800",null,null, 2011년 2월,한국
10163,불온한 식탁,8181069,나여경,산지니,"10,800",2,4.5, 2010년 11월,한국
10165,악마의 꽃 바카라,7139169,김상열,파랑새미디어,"12,000",2,4, 2010년 6월,한국
10166,태극마을 아리랑,6732439,김명재,청어,"9,000",null,null, 2010년 4월,한국
10167,다리,6322741,조재철,휴먼앤북스(Human&Books),"9,000",2,5, 2010년 2월,한국
10169,살인 광시곡 1,4860986,김주연,아름다운사람들,"8,820",4,5, 2009년 11월,한국
10170,인형의 집을 나온 연유,4059152,방민호,예옥,"54,000",null,null, 2009년 5월,한국
10171,이익상 단편소설 전집,3432388,최명표,현대문학,"10,800",null,null, 2009년 3월,한국
10172,신 암행어사,3112419,김영진,행복한박물관,"10,800",1,1, 2009년 1월,한국
10173,연화전,2512331,정시은,글빛(이화여자대학교출판문화원),"10,000",9,4, 2008년 9월,한국
10175,한국문학 대표소설 논술만화 베스트 10 - 전10권,3683603,K&C,아이템북스(홍진미디어),"88,200",null,null, 2008년 2월,한국
10176,최인훈.가면고,968037,이태동,지식더미,"9,000",1,5, 2007년 8월,한국
10177,여자를 찾습니다,965200,김주영,책세상,"8,100",null,null, 2007년 8월,한국
10178,바람과 도시,932073,이균영,책세상,"9,000",null,null, 2007년 6월,한국
10179,죽이는데,924749,한경아,천케이(구 티알씨),"8,820",5,5, 2007년 6월,한국
10180,선도체험기 85,884716,김태영,유림,"9,000",null,null, 2007년 2월,한국
10181,진주성 전쟁기,882930,박상하,어문학사,"8,820",null,null, 2007년 1월,한국
10182,패션 애비뉴,859044,이태환,랜덤하우스코리아,"8,100",null,null, 2006년 12월,한국
10183,산해경草,858214,김종호,랜덤하우스코리아,"8,820",null,null, 2006년 11월,한국
10184,우물파는 사람,861022,최수웅,청동거울,"8,100",1,5, 2006년 10월,한국
10185,제1과 제1장 외,690366,이무영,하서출판사,"4,050",null,null, 2006년 9월,한국
10186,소설 관 1,676887,한치선,연화,"9,900",null,null, 2006년 7월,한국
10187,청춘기,657343,한설야,신원문화사,"14,400",null,null, 2006년 5월,한국
10188,옥황상제 셋째 딸 실종 사건 1,624185,한대희,가나플러스(가나출판사),"8,100",null,null, 2006년 2월,한국
10192,검은 사각형,528238,이덕형,생각의나무,"16,200",null,null, 2004년 11월,한국
10193,싸이코가 뜬다,13289907,권리,한겨레출판,"8,550",null,null, 2004년 7월,한국
10194,뉴스룸과 주말연속극 1,448647,문지효,자음과모음,"8,100",2,3.5, 2003년 12월,한국
10195,소리없는 아우성 1,416331,조성기(조누가),문학수첩,"7,200",null,null, 2003년 5월,한국
10196,이광수 작품선,410515,이광수,자음과모음(이룸),"28,800",2,4.5, 2003년 4월,한국
10197,푸른솔 붉은집,382770,박순애,태동출판사,"7,200",null,null, 2002년 10월,한국
10198,마지막 소풍 1,367112,이정명,밝은세상,"6,750",null,null, 2002년 7월,한국
10199,오래된 눈물 - 상,307363,우선덕,영림카디널,"6,750",null,null, 2001년 12월,한국
10200,제10회 청소년문학상 작품집,303228,문학사상사,문학사상사,"7,200",null,null, 2001년 11월,한국
10201,휘파람 1,266469,이원호,책이있는마을,"7,200",null,null, 2001년 2월,한국
10202,한국대표 단편소설 17,275221,김유정,혜문서관,"6,300",null,null, 2000년 9월,한국
10203,이순원 문학상 수상 작품집,234209,이순원,청어,"7,020",3,4.5, 2000년 5월,한국
10204,김찬 박사의 통증 무엇이든 물어보세요,195236,김찬,한국경제신문,"7,200",null,null, 1999년 6월,한국
10205,소년 소녀를 만나다,81456,박청호,해냄,"6,750",1,1, 1998년 12월,한국
10206,변명 2,60444,정길연,자음과모음(이룸),"6,750",null,null, 1998년 5월,한국
10207,난세지략 5,28927,조성기(조누가),아침나라(둥지),"5,850",1,4, 1997년 8월,한국
10208,갈매기의 꿈,4397,리처드,범우사,"2,700",1,5, 1996년 9월,한국
10211,붕어,64838,서정인,세계사,"5,400",null,null, 1994년 9월,한국
10212,한국고전문학 4,58488,장덕순,명문당,"4,050",null,null, 1994년 5월,한국
10214,제5열 - 상,333553,김성종,남도출판사,"6,300",null,null, 1978년 11월,한국
10215,하륜 선생 1,279396180,송현,창해,"14,850",1,5, 2021년 9월,한국
10216,하륜 선생 2,279397060,송현,창해,"14,850",1,5, 2021년 9월,한국
10217,하륜 선생 세트 - 전2권,279401213,송현,창해,"29,700",6,4.5, 2021년 9월,한국
10219,블랙 가디언스,278022182,홍강의,지식과감성#,"10,800",2,5, 2021년 8월,한국
10220,검은 머리 짐승들,278203879,최가설,스크로파(SCRōFA),"11,880",null,null, 2021년 8월,한국
10221,내가 싸우는 이유 3,274581842,박대한,북랩,"12,600",null,null, 2021년 6월,한국
10222,난지도,267935047,정연희,신아출판사(SINA),"13,500",null,null, 2021년 3월,한국
10223,달맞이꽃 첫사랑,257113342,이용길,지성공간,"10,800",null,null, 2020년 11월,한국
10224,여름이 죽었다,250632867,한지원,하움출판사,"7,200",null,null, 2020년 8월,한국
10225,홍하에서 온 푸른 별들,248725389,박순교,지성인,"23,750",null,null, 2020년 8월,한국
10226,PLAN,248244885,최아숙,옛역사알리고,"14,400",null,null, 2020년 8월,한국
10227,오래된 불씨,246916929,고금란,호밀밭,"11,700",null,null, 2020년 7월,한국
10228,"소설 허균, 호피와 장미 2",245811543,이광식,소금북,"13,500",null,null, 2020년 7월,한국
10229,베이징맨,242903408,하지윤,가쎄(GASSE),"14,220",null,null, 2020년 6월,한국
10230,다시 찾은 한반도,236306341,정유헌,북랩,"12,600",null,null, 2020년 3월,한국
10231,[POD] 소설 / 안평대군 /,232915347,김영관,부크크(bookk),"17,200",null,null, 2020년 2월,한국
10232,소년들은 죽이면 안 되나요,229554261,조영석,해피북스투유,"12,420",null,null, 2020년 1월,한국
10234,동남제도 수호검,211925649,김일광,우리나비,"12,600",null,null, 2019년 10월,한국
10235,2019 제1회 폴라리스 선정작품집 : 신지현 커버 에디션,209224157,백승화,아작,"13,320",null,null, 2019년 9월,한국
10236,그날의 바람엔 작은 공무늬가 가득했다,202262986,채은,디자인이음,"11,700",null,null, 2019년 8월,한국
10237,"[POD] 떠나요, 제주도",196617977,차영민,부크크(bookk),"6,000",null,null, 2019년 7월,한국
10238,[POD] 어쩌다 소설,194695365,이후연,부크크(bookk),"12,800",null,null, 2019년 6월,한국
10239,칼과 술,193607352,정찬주,작가정신,"13,500",13,5, 2019년 6월,한국
10240,너와 나의 미스터리,190024878,이재익,가쎄(GASSE),"12,420",1,5, 2019년 4월,한국
10241,더 픽서 season 2,187542038,정세현,책너머,"13,500",null,null, 2019년 4월,한국
10242,[세트] 찰스 : 한윤섭 소설 + 희곡 - 전2권,187399421,한윤섭,문학과지성사,"18,000",null,null, 2019년 3월,한국
10243,스물여섯 살의 아픔,186977772,김용우,북랩,"12,600",3,5, 2019년 3월,한국
10244,[POD] Eva,186296887,강철규,부크크(bookk),"15,700",null,null, 2019년 1월,한국
10245,바람결에 흩날리고 강을 따라 떠도는,177055023,박애진,답(도서출판),"12,420",2,5, 2019년 1월,한국
10246,방문자들 2,174301288,조현우,트랜센던스,"13,320",1,5, 2018년 11월,한국
10247,번복,163666695,김준녕,꿈공장 플러스,"10,800",6,4.5, 2018년 9월,한국
10248,초록털 고양이 포카,168327593,서지민,새움,"12,420",4,4, 2018년 9월,한국
10249,[큰글자도서] 천국에서 1,168768195,김사과,미디어창비,"20,000",null,null, 2018년 9월,한국
10250,[큰글자도서] 천국에서 2,168768224,김사과,미디어창비,"20,000",null,null, 2018년 9월,한국
10251,복만이의 화물차,163492307,고광률,강,"13,500",null,null, 2018년 8월,한국
10252,동물회사,148022499,진언,답(도서출판),"12,600",null,null, 2018년 5월,한국
10253,연심,135460838,고은채,답(도서출판),"11,700",8,4, 2018년 3월,한국
10254,이순신의 7년 7,135158087,정찬주,작가정신,"13,500",null,null, 2018년 2월,한국
10255,뻐꾸기 날리다,133988215,김우남,문예출판사,"11,700",3,4.5, 2018년 1월,한국
10256,[큰글씨책] 유마도 1,131907449,강남주,산지니,"20,700",null,null, 2018년 1월,한국
10257,[세트] 딸에 대하여 + 중앙역 세트 - 전2권,125246211,김혜진,민음사,"23,400",null,null, 2017년 9월,한국
10258,홈 Home,115028668,황시운,테오리아,"3,600",null,null, 2017년 8월,한국
10259,비사문천 살인사건,114139140,허수정,신아출판사(SINA),"9,000",1,5, 2017년 7월,한국
10260,[큰글자도서] 칠면조와 달리는 육체노동자 2,107096823,천명관,미디어창비,"19,000",null,null, 2017년 2월,한국
10261,타당한 범죄,99714688,박우진,버들피리,"10,080",4,5, 2016년 12월,한국
10262,비를 기다리는 달팽이,97361808,정연희,신아출판사(SINA),"13,500",null,null, 2016년 10월,한국
10263,동맹의 그늘,81935414,오동선,모아북스,"13,500",1,4, 2016년 4월,한국
10264,처용,81467223,최항기,세나북스,"11,700",11,4.5, 2016년 4월,한국
10265,메종,81261643,이찬옥,문학나무,"10,800",null,null, 2016년 4월,한국
10269,슬픈 천국,69025043,정우택,행복미디어,"13,050",null,null, 2015년 11월,한국
10270,네가 누구인지 말해,69327982,신중선,문이당,"11,700",6,4.5, 2015년 10월,한국
10271,박범신 중단편전집 6 : 빈방,68332613,박범신,문학동네,"11,250",1,5, 2015년 10월,한국
10272,암살 세트 - 전5권,64908206,이이녕,더스토리,"39,600",11,4, 2015년 8월,한국
10273,물음표의 사슬,68046887,고시홍,삶창(삶이보이는창),"11,700",1,4, 2015년 6월,한국
10274,영웅은 없다,55056064,한수경,문이당,"7,020",6,4.5, 2015년 3월,한국
10275,여자의 색 1,51371781,전준상,글로벌핫,"13,500",null,null, 2015년 1월,한국
10276,연해주,49346961,김용필,도화,"10,800",1,3, 2014년 11월,한국
10277,몽정의 편지,47040983,지예,북스타(Bookstar),"10,000",10,4, 2014년 10월,한국
10278,"아버지, 이순신",46777399,채종인,도화,"10,800",null,null, 2014년 9월,한국
10280,두번째 날,45278424,유현산,네오픽션,"12,150",4,3.5, 2014년 8월,한국
10281,개미선장,44295904,이우중,창작시대,"11,700",1,3, 2014년 7월,한국
10282,"정지아 : 봄날 오후, 과부 셋 Spring Afternoon, Three Widows",41910676,정지아,도서출판 아시아,"6,300",null,null, 2014년 6월,한국
10283,제로테크,41912783,전인구,매직하우스,"11,700",2,4, 2014년 6월,한국
10284,목사동 느티나무,40751263,이재백,문예바다,"10,800",null,null, 2014년 5월,한국
10285,일곱 편의 연애편지,37150652,강동수,도요,"11,700",null,null, 2014년 2월,한국
10286,똑바로 좀 하시오!,37274910,오해두,좋은땅,"13,500",null,null, 2014년 2월,한국
10287,조선의 마지막 황족 이우 1,34722481,김차윤,13월,"10,800",8,4.5, 2014년 1월,한국
10288,결혼전야,32980182,김선정,팬덤,"10,350",11,4, 2013년 11월,한국
10289,투기꾼들을 위한 멤버십 트레이닝,30430250,최인석,실천문학사,"10,800",1,3, 2013년 8월,한국
10290,먼산이 운다,30023163,김현숙,문학나무,"9,900",null,null, 2013년 8월,한국
10291,불온한 제국,30286237,김대현,이리,"10,800",null,null, 2013년 8월,한국
10292,하늘로 날아오른 종이학,29862023,박주호,시한울,"9,000",1,5, 2013년 7월,한국
10293,장군의 후예 1,24414823,박찬두,작가,"10,800",5,4.5, 2013년 2월,한국
10294,코뿔소 지나가다,21604175,연용흠,북인,"10,800",null,null, 2012년 12월,한국
10295,이기영 단편집,18770527,이기영,지만지(지식을만드는지식),"15,200",null,null, 2012년 7월,한국
10296,하늘의 침묵,17787207,이헌,상상하는지혜,"9,900",1,3, 2012년 6월,한국
10297,이혼하고 싶은 여자 1,16601835,임선영,골든북미디어,"10,800",14,3.5, 2012년 4월,한국
10298,"내 아버지, 그 남자",15873626,김하인,더스타일,"5,310",null,null, 2012년 3월,한국
10299,감동이,13215827,공갑식,월간문학,"5,400",null,null, 2011년 9월,한국
10300,마르만을 자르는 소리,13088862,신현돈,에세이퍼블리싱,"11,700",null,null, 2011년 8월,한국
10302,파랑새,11856433,배평모,바보새,"10,800",5,4.5, 2011년 6월,한국
10303,장미회 제명 사건,11486640,이청해,민음사,"9,900",2,2, 2011년 4월,한국
10304,마담 블루,11461708,박태옥,자음과모음,"11,700",6,4, 2011년 4월,한국
10305,마술사.겨울밤,11381765,이병주,바이북스,"8,100",1,3, 2011년 4월,한국
10306,황장엽을 암살하라 2,7040613,정건섭,연인(연인M&B),"10,800",null,null, 2010년 5월,한국
10307,물탱크 정류장,6883739,태기수,생각의나무,"10,800",4,4, 2010년 4월,한국
10308,쑥개떡,6732511,김명재,청어,"9,000",null,null, 2010년 4월,한국
10309,[세트] 이상문학상 박민규 + 공지영 - 전2권,29476550,배수아,문학사상사,"22,320",1,5, 2010년 1월,한국
10310,황제 3,5942144,박문영,평민사,"9,000",2,4.5, 2009년 12월,한국
10311,칭기즈칸의 칼,4344134,채경석,휴먼앤북스(Human&Books),"9,000",1,3, 2009년 7월,한국
10312,별순검 수사일지 투정여화,3187376,여설하,큰방,"8,100",1,4, 2009년 2월,한국
10313,구리반지,2965332,김한규,마음향기,"9,000",2,5, 2008년 12월,한국
10314,큰돈과 콘돔,2866116,이대환,실천문학사,"8,820",null,null, 2008년 11월,한국
10315,끝 그리고 시작,2415362,김명조,문학수첩,"9,900",6,4.5, 2008년 8월,한국
10316,영원히 목마르고 영원히 젊은,2394654,구효서,민음사,"10,800",null,null, 2008년 7월,한국
10317,쉐도우,2380645,이은숙,높은오름,"11,210",14,4.5, 2008년 7월,한국
10320,신사임당,1004262,안영,동이(위즈앤비즈),"10,800",null,null, 2007년 10월,한국
10321,무기질 청년,930777,김원우,책세상,"9,000",1,3, 2007년 6월,한국
10322,서해 해전,925633,최순조,지성의샘,"10,800",null,null, 2007년 4월,한국
10323,멍에,901059,유순하,문이당,"8,820",2,5, 2007년 3월,한국
10324,나일강의 연가 2,874288,민은아,환상미디어,"8,100",null,null, 2007년 1월,한국
10325,이어폰,862411,윤혜인,마루&마야,"8,100",5,4, 2006년 12월,한국
10326,죽거나 혹은 사랑하거나,861198,전은숙,하얀새,"8,100",null,null, 2006년 12월,한국
10327,시의 갈레누스,852858,이선구,뿌리출판사,"13,500",null,null, 2006년 11월,한국
10328,아내가 칼을 들었다,852381,김용만,랜덤하우스코리아,"8,100",null,null, 2006년 10월,한국
10329,독도침탈,669892,조창길,한솜미디어(띠앗),"8,100",null,null, 2006년 7월,한국
10332,악담,607305,김록,열림원,"8,550",null,null, 2005년 12월,한국
10335,봉희,584211,최승일,종합출판범우,"9,000",null,null, 2005년 8월,한국
10337,물의 나라 1,559154,박범신,세계사,"8,550",null,null, 2005년 4월,한국
10338,심청전,552515,최운식,종문화사,"6,750",null,null, 2005년 4월,한국
10339,레드 핫,475686,지호,청어람,"8,100",1,5, 2004년 3월,한국
10340,머나먼 쏭바강 - 전2권 세트,684798,박영한,이가서,"18,720",null,null, 2004년 3월,한국
10341,옛 로망스,448650,우선덕,민음사,"8,100",null,null, 2003년 12월,한국
10342,길없는 사람들,426425,김정현,문이당,"22,950",2,5, 2003년 8월,한국
10343,들국화 1,413094,하병무,밝은세상,"6,750",null,null, 2003년 5월,한국
